Car_ID,Brand,Model,Fuel_Type,Transmission,Body_Type,Mileage,Engine_CC,Year
274,toyota,glanza,petrol,automatic,hatchback,22,1197,2018
275,toyota,fortuner,diesel,manual,suv,12,2755,2021
276,hyundai,i20,petrol,manual,hatchback,23,1197,2024
277,maruti,swift,petrol,manual,hatchback,25,1197,2022
278,bmw,3 series,diesel,automatic,sedan,13,1998,2020
279,toyota,fortuner,diesel,manual,suv,11,2755,2020
280,hyundai,i20,petrol,automatic,hatchback,21,1197,2023
281,honda,amaze,petrol,automatic,sedan,22,1199,2023
282,hyundai,creta,diesel,manual,suv,18,1497,2017
283,maruti,alto,petrol,manual,hatchback,23,796,2020
284,maruti,swift,petrol,automatic,hatchback,21,1197,2016
285,toyota,glanza,petrol,automatic,hatchback,24,1197,2016
286,kia,ev6,electric,automatic,suv,0,0,2024
287,toyota,glanza,petrol,manual,hatchback,22,1197,2017
288,toyota,innova,diesel,automatic,suv,14,2393,2019
289,toyota,innova,diesel,manual,suv,16,2393,2018
290,bmw,x1,diesel,automatic,suv,16,1995,2023
291,hyundai,creta,diesel,manual,suv,16,1497,2024
292,toyota,glanza,petrol,automatic,hatchback,23,1197,2017
293,maruti,swift,petrol,automatic,hatchback,24,1197,2016
294,hyundai,verna,petrol,manual,sedan,19,1497,2019
295,maruti,swift,petrol,manual,hatchback,23,1197,2019
296,toyota,fortuner,diesel,automatic,suv,10,2755,2021
297,toyota,glanza,petrol,manual,hatchback,20,1197,2020
298,kia,ev6,electric,automatic,suv,0,0,2021
299,bmw,3 series,petrol,automatic,sedan,13,1998,2019
300,toyota,glanza,petrol,manual,hatchback,24,1197,2023
301,honda,city,petrol,automatic,sedan,16,1498,2023
302,bmw,3 series,petrol,automatic,sedan,15,1998,2018
303,maruti,alto,petrol,manual,hatchback,22,796,2021
304,toyota,glanza,petrol,manual,hatchback,21,1197,2024
305,maruti,alto,petrol,manual,hatchback,24,796,2019
306,toyota,fortuner,diesel,manual,suv,10,2755,2024
307,toyota,glanza,petrol,manual,hatchback,20,1197,2018
308,toyota,innova,diesel,automatic,suv,16,2393,2019
309,hyundai,creta,petrol,automatic,suv,15,1497,2020
310,kia,ev6,electric,automatic,suv,0,0,2017
311,kia,ev6,electric,automatic,suv,0,0,2017
312,kia,ev6,electric,automatic,suv,2,0,2016
313,toyota,innova,diesel,automatic,suv,16,2393,2021
314,honda,amaze,petrol,manual,sedan,19,1199,2019
315,honda,amaze,petrol,manual,sedan,20,1199,2018
316,honda,amaze,diesel,automatic,sedan,21,1199,2023
317,hyundai,i20,petrol,manual,hatchback,23,1197,2021
318,bmw,3 series,diesel,automatic,sedan,14,1998,2016
319,maruti,alto,petrol,manual,hatchback,23,796,2021
320,bmw,x1,diesel,automatic,suv,15,1995,2024
321,hyundai,creta,diesel,automatic,suv,17,1497,2024
322,toyota,glanza,petrol,automatic,hatchback,21,1197,2021
323,honda,amaze,petrol,automatic,sedan,21,1199,2019
324,honda,city,petrol,manual,sedan,20,1498,2018
325,bmw,x1,petrol,automatic,suv,16,1995,2023
326,honda,city,petrol,manual,sedan,16,1498,2023
327,bmw,x1,diesel,automatic,suv,15,1995,2024
328,hyundai,creta,diesel,manual,suv,15,1497,2022
329,honda,city,petrol,manual,sedan,19,1498,2020
330,hyundai,verna,petrol,manual,sedan,20,1497,2023
331,hyundai,verna,petrol,automatic,sedan,18,1497,2017
332,maruti,swift,petrol,automatic,hatchback,22,1197,2021
333,honda,city,petrol,automatic,sedan,20,1498,2016
334,kia,seltos,diesel,automatic,suv,18,1497,2016
335,honda,city,petrol,manual,sedan,19,1498,2020
336,kia,seltos,diesel,manual,suv,19,1497,2022
337,maruti,alto,petrol,manual,hatchback,24,796,2018
338,bmw,3 series,petrol,automatic,sedan,15,1998,2021
339,hyundai,i20,petrol,automatic,hatchback,19,1197,2017
340,bmw,x1,petrol,automatic,suv,14,1995,2024
341,honda,city,petrol,automatic,sedan,19,1498,2022
342,maruti,swift,petrol,automatic,hatchback,24,1197,2022
343,kia,seltos,diesel,automatic,suv,15,1497,2019
344,maruti,swift,petrol,manual,hatchback,22,1197,2021
345,bmw,3 series,diesel,automatic,sedan,12,1998,2024
346,maruti,swift,petrol,manual,hatchback,23,1197,2016
347,toyota,fortuner,diesel,automatic,suv,11,2755,2021
348,hyundai,i20,petrol,automatic,hatchback,22,1197,2016
349,hyundai,i20,petrol,automatic,hatchback,23,1197,2022
350,bmw,x1,petrol,automatic,suv,12,1995,2017
351,kia,seltos,petrol,automatic,suv,16,1497,2020
352,maruti,swift,petrol,automatic,hatchback,21,1197,2024
353,hyundai,creta,diesel,automatic,suv,19,1497,2021
354,maruti,alto,petrol,manual,hatchback,22,796,2023
355,bmw,3 series,diesel,automatic,sedan,13,1998,2022
356,toyota,innova,diesel,automatic,suv,12,2393,2020
357,maruti,swift,petrol,manual,hatchback,22,1197,2018
358,bmw,x1,diesel,automatic,suv,12,1995,2019
359,honda,amaze,petrol,automatic,sedan,20,1199,2017
360,hyundai,creta,petrol,manual,suv,17,1497,2017
361,maruti,swift,petrol,manual,hatchback,21,1197,2017
362,maruti,alto,petrol,manual,hatchback,26,796,2023
363,bmw,x1,petrol,automatic,suv,15,1995,2024
364,kia,seltos,petrol,manual,suv,19,1497,2016
365,toyota,innova,diesel,manual,suv,15,2393,2024
366,toyota,fortuner,diesel,automatic,suv,11,2755,2019
367,hyundai,verna,petrol,manual,sedan,17,1497,2021
368,maruti,alto,petrol,manual,hatchback,25,796,2018
369,honda,amaze,diesel,manual,sedan,19,1199,2018
370,hyundai,creta,petrol,manual,suv,16,1497,2022
371,maruti,swift,petrol,automatic,hatchback,21,1197,2018
372,hyundai,i20,petrol,manual,hatchback,21,1197,2019
373,bmw,x1,petrol,automatic,suv,14,1995,2018
374,bmw,x1,petrol,automatic,suv,15,1995,2017
375,maruti,alto,petrol,manual,hatchback,24,796,2020
376,hyundai,verna,petrol,manual,sedan,17,1497,2021
377,toyota,glanza,petrol,manual,hatchback,24,1197,2016
378,hyundai,creta,diesel,manual,suv,15,1497,2018
379,hyundai,i20,petrol,automatic,hatchback,19,1197,2020
380,hyundai,verna,petrol,automatic,sedan,19,1497,2020
381,bmw,x1,diesel,automatic,suv,12,1995,2024
382,maruti,alto,petrol,manual,hatchback,25,796,2021
383,toyota,innova,diesel,manual,suv,12,2393,2024
384,hyundai,verna,petrol,manual,sedan,21,1497,2024
385,toyota,fortuner,diesel,automatic,suv,11,2755,2019
386,toyota,fortuner,diesel,manual,suv,13,2755,2020
387,kia,seltos,diesel,automatic,suv,16,1497,2021
388,toyota,fortuner,diesel,automatic,suv,14,2755,2017
389,kia,ev6,electric,automatic,suv,0,0,2019
390,toyota,glanza,petrol,automatic,hatchback,22,1197,2019
391,toyota,innova,diesel,automatic,suv,16,2393,2019
392,kia,ev6,electric,automatic,suv,0,0,2017
393,hyundai,verna,petrol,automatic,sedan,21,1497,2024
394,hyundai,i20,petrol,manual,hatchback,23,1197,2018
395,bmw,x1,diesel,automatic,suv,16,1995,2023
396,honda,amaze,diesel,manual,sedan,21,1199,2016
397,toyota,fortuner,diesel,manual,suv,11,2755,2021
398,honda,city,petrol,manual,sedan,20,1498,2017
399,honda,city,petrol,manual,sedan,18,1498,2024
400,toyota,glanza,petrol,manual,hatchback,20,1197,2024
401,maruti,alto,petrol,manual,hatchback,24,796,2018
402,maruti,alto,petrol,manual,hatchback,22,796,2020
403,maruti,alto,petrol,manual,hatchback,24,796,2016
404,kia,ev6,electric,automatic,suv,0,0,2018
405,hyundai,i20,petrol,automatic,hatchback,22,1197,2019
406,honda,amaze,petrol,automatic,sedan,21,1199,2024
407,bmw,x1,petrol,automatic,suv,12,1995,2020
408,bmw,x1,petrol,automatic,suv,15,1995,2024
409,bmw,3 series,petrol,automatic,sedan,15,1998,2019
410,maruti,swift,petrol,manual,hatchback,22,1197,2022
411,maruti,swift,petrol,automatic,hatchback,21,1197,2023
412,toyota,glanza,petrol,manual,hatchback,20,1197,2018
413,toyota,innova,diesel,automatic,suv,13,2393,2024
414,toyota,innova,diesel,automatic,suv,14,2393,2022
415,hyundai,verna,petrol,manual,sedan,18,1497,2019
416,hyundai,i20,petrol,automatic,hatchback,20,1197,2018
417,hyundai,creta,diesel,manual,suv,18,1497,2016
418,toyota,glanza,petrol,manual,hatchback,21,1197,2020
419,hyundai,verna,petrol,manual,sedan,20,1497,2021
420,maruti,alto,petrol,manual,hatchback,22,796,2020
421,hyundai,creta,diesel,automatic,suv,19,1497,2020
422,toyota,innova,diesel,manual,suv,12,2393,2019
423,toyota,fortuner,diesel,manual,suv,10,2755,2021
424,hyundai,creta,petrol,manual,suv,16,1497,2022
425,hyundai,verna,petrol,automatic,sedan,21,1497,2022
426,toyota,fortuner,diesel,automatic,suv,10,2755,2024
427,hyundai,verna,petrol,automatic,sedan,19,1497,2018
428,maruti,swift,petrol,manual,hatchback,21,1197,2016
429,honda,city,petrol,automatic,sedan,16,1498,2024
430,maruti,swift,petrol,automatic,hatchback,21,1197,2020
431,toyota,innova,diesel,manual,suv,13,2393,2019
432,kia,ev6,electric,automatic,suv,0,0,2019
433,hyundai,i20,petrol,automatic,hatchback,19,1197,2022
434,honda,city,petrol,automatic,sedan,17,1498,2022
435,honda,amaze,diesel,automatic,sedan,20,1199,2017
436,toyota,fortuner,diesel,manual,suv,13,2755,2021
437,maruti,swift,petrol,manual,hatchback,24,1197,2017
438,hyundai,i20,petrol,manual,hatchback,19,1197,2019
439,maruti,alto,petrol,manual,hatchback,26,796,2023
440,hyundai,verna,petrol,manual,sedan,21,1497,2023
441,hyundai,creta,diesel,automatic,suv,16,1497,2018
442,bmw,3 series,petrol,automatic,sedan,11,1998,2019
443,bmw,x1,petrol,automatic,suv,12,1995,2019
444,honda,city,petrol,manual,sedan,18,1498,2021
445,bmw,x1,petrol,automatic,suv,12,1995,2017
446,hyundai,verna,petrol,manual,sedan,20,1497,2017
447,bmw,3 series,petrol,automatic,sedan,13,1998,2021
448,hyundai,i20,petrol,manual,hatchback,22,1197,2021
449,toyota,innova,diesel,manual,suv,12,2393,2023
450,toyota,glanza,petrol,automatic,hatchback,21,1197,2020
451,maruti,alto,petrol,manual,hatchback,24,796,2021
452,kia,seltos,petrol,manual,suv,18,1497,2020
453,hyundai,i20,petrol,manual,hatchback,20,1197,2022
454,kia,ev6,electric,automatic,suv,1,0,2021
455,maruti,swift,petrol,automatic,hatchback,25,1197,2020
456,maruti,alto,petrol,manual,hatchback,23,796,2016
457,toyota,innova,diesel,automatic,suv,14,2393,2020
458,honda,amaze,petrol,automatic,sedan,21,1199,2023
459,honda,amaze,petrol,automatic,sedan,19,1199,2019
460,toyota,innova,diesel,manual,suv,14,2393,2021
461,toyota,innova,diesel,manual,suv,16,2393,2023
462,honda,amaze,diesel,automatic,sedan,20,1199,2023
463,bmw,3 series,diesel,automatic,sedan,15,1998,2023
464,toyota,fortuner,diesel,automatic,suv,10,2755,2017
465,hyundai,i20,petrol,manual,hatchback,19,1197,2019
466,toyota,glanza,petrol,automatic,hatchback,23,1197,2020
467,kia,ev6,electric,automatic,suv,0,0,2023
468,hyundai,creta,petrol,automatic,suv,15,1497,2016
469,toyota,fortuner,diesel,automatic,suv,13,2755,2021
470,toyota,innova,diesel,automatic,suv,14,2393,2018
471,bmw,x1,diesel,automatic,suv,13,1995,2017
472,bmw,3 series,diesel,automatic,sedan,11,1998,2022
473,maruti,alto,petrol,manual,hatchback,22,796,2019
474,toyota,fortuner,diesel,manual,suv,14,2755,2016
475,toyota,innova,diesel,automatic,suv,16,2393,2017
476,honda,amaze,diesel,automatic,sedan,22,1199,2022
477,hyundai,i20,petrol,manual,hatchback,23,1197,2021
478,bmw,3 series,diesel,automatic,sedan,13,1998,2019
479,hyundai,verna,petrol,automatic,sedan,21,1497,2021
480,maruti,alto,petrol,manual,hatchback,25,796,2018
481,toyota,fortuner,diesel,automatic,suv,14,2755,2020
482,toyota,innova,diesel,manual,suv,13,2393,2022
483,kia,ev6,electric,automatic,suv,1,0,2021
484,toyota,innova,diesel,manual,suv,12,2393,2021
485,toyota,innova,diesel,manual,suv,12,2393,2018
