Car_ID,Brand,Model,Fuel_Type,Transmission,Body_Type,Mileage,Engine_CC,Year
236,Toyota,Innova,Diesel,Automatic,SUV,12,2393,2018
237,Honda,City,Petrol,Automatic,Sedan,20,1498,2021
238,Honda,Amaze,Petrol,Automatic,Sedan,18,1199,2021
239,Toyota,Fortuner,Diesel,Automatic,SUV,14,2755,2018
240,Toyota,Fortuner,Diesel,Manual,SUV,12,2755,2020
241,Hyundai,Creta,Petrol,Manual,SUV,18,1497,2021
242,Kia,EV6,Electric,Automatic,SUV,0,0,2020
243,Maruti,Swift,Petrol,Manual,Hatchback,25,1197,2020
244,Maruti,Alto,Petrol,Manual,Hatchback,22,796,2020
245,Toyota,Glanza,Petrol,Manual,Hatchback,21,1197,2023
246,Hyundai,Verna,Petrol,Automatic,Sedan,18,1497,2016
247,Toyota,Glanza,Petrol,Automatic,Hatchback,23,1197,2024
248,Kia,Seltos,Petrol,Automatic,SUV,17,1497,2017
249,Toyota,Glanza,Petrol,Manual,Hatchback,22,1197,2022
250,Toyota,Glanza,Petrol,Manual,Hatchback,20,1197,2021
251,Hyundai,Creta,Diesel,Automatic,SUV,16,1497,2019
252,BMW,X1,Diesel,Automatic,SUV,12,1995,2016
253,Toyota,Glanza,Petrol,Automatic,Hatchback,21,1197,2022
254,BMW,3 Series,Petrol,Automatic,Sedan,13,1998,2023
255,BMW,3 Series,Diesel,Automatic,Sedan,11,1998,2024
256,Hyundai,Verna,Petrol,Automatic,Sedan,18,1497,2020
257,Toyota,Fortuner,Diesel,Automatic,SUV,13,2755,2020
258,Toyota,Fortuner,Diesel,Automatic,SUV,11,2755,2016
259,BMW,3 Series,Petrol,Automatic,Sedan,15,1998,2017
260,BMW,X1,Petrol,Automatic,SUV,15,1995,2020
261,Maruti,Swift,Petrol,Automatic,Hatchback,23,1197,2018
262,Hyundai,Creta,Diesel,Manual,SUV,18,1497,2023
263,Maruti,Alto,Petrol,Manual,Hatchback,22,796,2016
264,Maruti,Swift,Petrol,Manual,Hatchback,24,1197,2019
265,Maruti,Swift,Petrol,Manual,Hatchback,24,1197,2020
266,Kia,Seltos,Diesel,Manual,SUV,17,1497,2020
267,Toyota,Fortuner,Diesel,Manual,SUV,12,2755,2024
268,Hyundai,Verna,Petrol,Automatic,Sedan,17,1497,2018
269,Toyota,Fortuner,Diesel,Manual,SUV,13,2755,2019
270,BMW,X1,Diesel,Automatic,SUV,13,1995,2016
271,BMW,3 Series,Petrol,Automatic,Sedan,12,1998,2023
272,Honda,Amaze,Petrol,Automatic,Sedan,22,1199,2020
273,Hyundai,Verna,Petrol,Manual,Sedan,20,1497,2017
274,Toyota,Glanza,Petrol,Automatic,Hatchback,22,1197,2018
275,Toyota,Fortuner,Diesel,Manual,SUV,12,2755,2021
276,Hyundai,i20,Petrol,Manual,Hatchback,23,1197,2024
277,Maruti,Swift,Petrol,Manual,Hatchback,25,1197,2022
278,BMW,3 Series,Diesel,Automatic,Sedan,13,1998,2020
279,Toyota,Fortuner,Diesel,Manual,SUV,11,2755,2020
280,Hyundai,i20,Petrol,Automatic,Hatchback,21,1197,2023
281,Honda,Amaze,Petrol,Automatic,Sedan,22,1199,2023
282,Hyundai,Creta,Diesel,Manual,SUV,18,1497,2017
283,Maruti,Alto,Petrol,Manual,Hatchback,23,796,2020
284,Maruti,Swift,Petrol,Automatic,Hatchback,21,1197,2016
285,Toyota,Glanza,Petrol,Automatic,Hatchback,24,1197,2016
286,Kia,EV6,Electric,Automatic,SUV,0,0,2024
287,Toyota,Glanza,Petrol,Manual,Hatchback,22,1197,2017
288,Toyota,Innova,Diesel,Automatic,SUV,14,2393,2019
289,Toyota,Innova,Diesel,Manual,SUV,16,2393,2018
290,BMW,X1,Diesel,Automatic,SUV,16,1995,2023
291,Hyundai,Creta,Diesel,Manual,SUV,16,1497,2024
292,Toyota,Glanza,Petrol,Automatic,Hatchback,23,1197,2017
293,Maruti,Swift,Petrol,Automatic,Hatchback,24,1197,2016
294,Hyundai,Verna,Petrol,Manual,Sedan,19,1497,2019
295,Maruti,Swift,Petrol,Manual,Hatchback,23,1197,2019
296,Toyota,Fortuner,Diesel,Automatic,SUV,10,2755,2021
297,Toyota,Glanza,Petrol,Manual,Hatchback,20,1197,2020
298,Kia,EV6,Electric,Automatic,SUV,0,0,2021
299,BMW,3 Series,Petrol,Automatic,Sedan,13,1998,2019
300,Toyota,Glanza,Petrol,Manual,Hatchback,24,1197,2023
301,Honda,City,Petrol,Automatic,Sedan,16,1498,2023
302,BMW,3 Series,Petrol,Automatic,Sedan,15,1998,2018
303,Maruti,Alto,Petrol,Manual,Hatchback,22,796,2021
304,Toyota,Glanza,Petrol,Manual,Hatchback,21,1197,2024
305,Maruti,Alto,Petrol,Manual,Hatchback,24,796,2019
306,Toyota,Fortuner,Diesel,Manual,SUV,10,2755,2024
307,Toyota,Glanza,Petrol,Manual,Hatchback,20,1197,2018
308,Toyota,Innova,Diesel,Automatic,SUV,16,2393,2019
309,Hyundai,Creta,Petrol,Automatic,SUV,15,1497,2020
310,Kia,EV6,Electric,Automatic,SUV,0,0,2017
311,Kia,EV6,Electric,Automatic,SUV,0,0,2017
312,Kia,EV6,Electric,Automatic,SUV,2,0,2016
313,Toyota,Innova,Diesel,Automatic,SUV,16,2393,2021
314,Honda,Amaze,Petrol,Manual,Sedan,19,1199,2019
315,Honda,Amaze,Petrol,Manual,Sedan,20,1199,2018
316,Honda,Amaze,Diesel,Automatic,Sedan,21,1199,2023
317,Hyundai,i20,Petrol,Manual,Hatchback,23,1197,2021
318,BMW,3 Series,Diesel,Automatic,Sedan,14,1998,2016
319,Maruti,Alto,Petrol,Manual,Hatchback,23,796,2021
320,BMW,X1,Diesel,Automatic,SUV,15,1995,2024
321,Hyundai,Creta,Diesel,Automatic,SUV,17,1497,2024
322,Toyota,Glanza,Petrol,Automatic,Hatchback,21,1197,2021
323,Honda,Amaze,Petrol,Automatic,Sedan,21,1199,2019
324,Honda,City,Petrol,Manual,Sedan,20,1498,2018
325,BMW,X1,Petrol,Automatic,SUV,16,1995,2023
326,Honda,City,Petrol,Manual,Sedan,16,1498,2023
327,BMW,X1,Diesel,Automatic,SUV,15,1995,2024
328,Hyundai,Creta,Diesel,Manual,SUV,15,1497,2022
329,Honda,City,Petrol,Manual,Sedan,19,1498,2020
330,Hyundai,Verna,Petrol,Manual,Sedan,20,1497,2023
331,Hyundai,Verna,Petrol,Automatic,Sedan,18,1497,2017
332,Maruti,Swift,Petrol,Automatic,Hatchback,22,1197,2021
333,Honda,City,Petrol,Automatic,Sedan,20,1498,2016
334,Kia,Seltos,Diesel,Automatic,SUV,18,1497,2016
335,Honda,City,Petrol,Manual,Sedan,19,1498,2020
336,Kia,Seltos,Diesel,Manual,SUV,19,1497,2022
337,Maruti,Alto,Petrol,Manual,Hatchback,24,796,2018
338,BMW,3 Series,Petrol,Automatic,Sedan,15,1998,2021
339,Hyundai,i20,Petrol,Automatic,Hatchback,19,1197,2017
340,BMW,X1,Petrol,Automatic,SUV,14,1995,2024
341,Honda,City,Petrol,Automatic,Sedan,19,1498,2022
342,Maruti,Swift,Petrol,Automatic,Hatchback,24,1197,2022
343,Kia,Seltos,Diesel,Automatic,SUV,15,1497,2019
344,Maruti,Swift,Petrol,Manual,Hatchback,22,1197,2021
345,BMW,3 Series,Diesel,Automatic,Sedan,12,1998,2024
346,Maruti,Swift,Petrol,Manual,Hatchback,23,1197,2016
347,Toyota,Fortuner,Diesel,Automatic,SUV,11,2755,2021
348,Hyundai,i20,Petrol,Automatic,Hatchback,22,1197,2016
349,Hyundai,i20,Petrol,Automatic,Hatchback,23,1197,2022
350,BMW,X1,Petrol,Automatic,SUV,12,1995,2017
351,Kia,Seltos,Petrol,Automatic,SUV,16,1497,2020
352,Maruti,Swift,Petrol,Automatic,Hatchback,21,1197,2024
353,Hyundai,Creta,Diesel,Automatic,SUV,19,1497,2021
354,Maruti,Alto,Petrol,Manual,Hatchback,22,796,2023
355,BMW,3 Series,Diesel,Automatic,Sedan,13,1998,2022
356,Toyota,Innova,Diesel,Automatic,SUV,12,2393,2020
357,Maruti,Swift,Petrol,Manual,Hatchback,22,1197,2018
358,BMW,X1,Diesel,Automatic,SUV,12,1995,2019
359,Honda,Amaze,Petrol,Automatic,Sedan,20,1199,2017
360,Hyundai,Creta,Petrol,Manual,SUV,17,1497,2017
361,Maruti,Swift,Petrol,Manual,Hatchback,21,1197,2017
362,Maruti,Alto,Petrol,Manual,Hatchback,26,796,2023
363,BMW,X1,Petrol,Automatic,SUV,15,1995,2024
364,Kia,Seltos,Petrol,Manual,SUV,19,1497,2016
365,Toyota,Innova,Diesel,Manual,SUV,15,2393,2024
366,Toyota,Fortuner,Diesel,Automatic,SUV,11,2755,2019
367,Hyundai,Verna,Petrol,Manual,Sedan,17,1497,2021
368,Maruti,Alto,Petrol,Manual,Hatchback,25,796,2018
369,Honda,Amaze,Diesel,Manual,Sedan,19,1199,2018
370,Hyundai,Creta,Petrol,Manual,SUV,16,1497,2022
371,Maruti,Swift,Petrol,Automatic,Hatchback,21,1197,2018
372,Hyundai,i20,Petrol,Manual,Hatchback,21,1197,2019
373,BMW,X1,Petrol,Automatic,SUV,14,1995,2018
374,BMW,X1,Petrol,Automatic,SUV,15,1995,2017
375,Maruti,Alto,Petrol,Manual,Hatchback,24,796,2020
376,Hyundai,Verna,Petrol,Manual,Sedan,17,1497,2021
377,Toyota,Glanza,Petrol,Manual,Hatchback,24,1197,2016
378,Hyundai,Creta,Diesel,Manual,SUV,15,1497,2018
379,Hyundai,i20,Petrol,Automatic,Hatchback,19,1197,2020
380,Hyundai,Verna,Petrol,Automatic,Sedan,19,1497,2020
381,BMW,X1,Diesel,Automatic,SUV,12,1995,2024
382,Maruti,Alto,Petrol,Manual,Hatchback,25,796,2021
383,Toyota,Innova,Diesel,Manual,SUV,12,2393,2024
384,Hyundai,Verna,Petrol,Manual,Sedan,21,1497,2024
385,Toyota,Fortuner,Diesel,Automatic,SUV,11,2755,2019
386,Toyota,Fortuner,Diesel,Manual,SUV,13,2755,2020
387,Kia,Seltos,Diesel,Automatic,SUV,16,1497,2021
388,Toyota,Fortuner,Diesel,Automatic,SUV,14,2755,2017
389,Kia,EV6,Electric,Automatic,SUV,0,0,2019
390,Toyota,Glanza,Petrol,Automatic,Hatchback,22,1197,2019
391,Toyota,Innova,Diesel,Automatic,SUV,16,2393,2019
392,Kia,EV6,Electric,Automatic,SUV,0,0,2017
393,Hyundai,Verna,Petrol,Automatic,Sedan,21,1497,2024
394,Hyundai,i20,Petrol,Manual,Hatchback,23,1197,2018
395,BMW,X1,Diesel,Automatic,SUV,16,1995,2023
396,Honda,Amaze,Diesel,Manual,Sedan,21,1199,2016
397,Toyota,Fortuner,Diesel,Manual,SUV,11,2755,2021
398,Honda,City,Petrol,Manual,Sedan,20,1498,2017
399,Honda,City,Petrol,Manual,Sedan,18,1498,2024
400,Toyota,Glanza,Petrol,Manual,Hatchback,20,1197,2024
401,Maruti,Alto,Petrol,Manual,Hatchback,24,796,2018
402,Maruti,Alto,Petrol,Manual,Hatchback,22,796,2020
403,Maruti,Alto,Petrol,Manual,Hatchback,24,796,2016
404,Kia,EV6,Electric,Automatic,SUV,0,0,2018
405,Hyundai,i20,Petrol,Automatic,Hatchback,22,1197,2019
406,Honda,Amaze,Petrol,Automatic,Sedan,21,1199,2024
407,BMW,X1,Petrol,Automatic,SUV,12,1995,2020
408,BMW,X1,Petrol,Automatic,SUV,15,1995,2024
409,BMW,3 Series,Petrol,Automatic,Sedan,15,1998,2019
410,Maruti,Swift,Petrol,Manual,Hatchback,22,1197,2022
411,Maruti,Swift,Petrol,Automatic,Hatchback,21,1197,2023
412,Toyota,Glanza,Petrol,Manual,Hatchback,20,1197,2018
413,Toyota,Innova,Diesel,Automatic,SUV,13,2393,2024
414,Toyota,Innova,Diesel,Automatic,SUV,14,2393,2022
415,Hyundai,Verna,Petrol,Manual,Sedan,18,1497,2019
416,Hyundai,i20,Petrol,Automatic,Hatchback,20,1197,2018
417,Hyundai,Creta,Diesel,Manual,SUV,18,1497,2016
418,Toyota,Glanza,Petrol,Manual,Hatchback,21,1197,2020
